accuracy,failures,budget
0.9076802606121702,4,50
0.830334725674295,5,50
0.642710997742382,7,50
0.896592567777665,5,50
0.793611194690747,10,50
0.9062178015719076,4,50
0.9404908198551328,3,50
0.930284790422876,3,50
0.9227702496687118,4,50
0.916307511323452,4,50
0.8488008725826353,6,50
0.980669410466219,1,50
0.940102653403292,3,50
0.98054549723618,1,50
0.9339915745195486,3,50
0.9068606970399096,4,50
0.957983287439572,2,50
0.8452853145717802,7,50
0.9619561379459086,2,50
0.980258768448069,1,50
0.8945978335801182,5,50
0.879989615961192,6,50
0.9301913964864876,3,50
0.7975279901606,8,50
0.8715337865459885,6,50
0.8724075058918422,5,50
0.8685537326002952,6,50
0.8898766582385303,5,50
0.8604912710332024,6,50
0.9194189288964768,4,50
0.87577405795196,9,100
0.8598349931761285,13,100
0.9266924573019678,7,100
0.9473633906965112,5,100
0.8978148062946287,9,100
0.9177213903953806,8,100
0.91127343649448,9,100
0.93527121979228,6,100
0.8295610516269625,9,100
0.899126165350447,10,100
0.9565787547805312,4,100
0.9459563395043122,5,100
0.8964425205253677,9,100
0.9558038633729804,4,100
0.8831846312000071,12,100
0.901419834364256,9,100
0.9002933143637718,9,100
0.9453174970731688,5,100
0.9088076438679912,9,100
0.8905078652564244,8,100
0.908965197132214,9,100
0.9383456354971554,6,100
0.873446046517136,12,100
0.8962408256999159,10,100
0.8905567408866341,10,100
0.9314274053309106,7,100
0.8859557210838225,10,100
0.936603492427404,6,100
0.8793689355843461,9,100
0.908778413604343,7,100
0.8458912240306504,25,200
0.8946657025349595,19,200
0.923595708302835,14,200
0.8791483089433108,23,200
0.8931269023576546,19,200
0.8571143200363217,23,200
0.8651671048370604,23,200
0.903096483467549,19,200
0.9205976647069098,13,200
0.9353259591310418,12,200
0.8970423714051348,17,200
0.9013470305049583,20,200
0.8964624832434459,19,200
0.860123013366669,27,200
0.8894811958540054,21,200
0.915708437329306,15,200
0.9119018107644636,18,200
0.8824254227588237,19,200
0.9303307101406362,12,200
0.8938668151016723,20,200
0.929804913682548,12,200
0.8839371921963244,21,200
0.919452751017172,13,200
0.9231125706561616,14,200
0.9081615653559042,17,200
0.8842586825593247,22,200
0.8973011024341054,18,200
0.901934622184767,18,200
0.8991672573064263,18,200
0.9251220853779344,15,200
0.9103346782370524,34,400
0.933687760922331,25,400
0.9016142103436352,36,400
0.8740118504495835,40,400
0.8780786083897159,43,400
0.8945594611883702,31,400
0.9031586489424812,36,400
0.8780487267854516,45,400
0.8837950230324783,37,400
0.8938692299996867,27,400
0.9016091977144172,36,400
0.8918808585384583,41,400
0.7935061911767523,27,400
0.8392678469528936,36,400
0.8912956984532641,33,400
0.912016848687436,31,400
0.908709425556254,35,400
0.900510039174337,36,400
0.8992662459545038,27,400
0.9181508195287575,31,400
0.9033781417938788,36,400
0.9051621917744628,32,400
0.883608301106548,37,400
0.8998672994120152,38,400
0.9047016596739696,36,400
0.9138316599991044,29,400
0.9002864461464077,35,400
0.8625936203306652,43,400
0.9235357640591636,27,400
0.8929737094766567,38,400
0.8901570613979506,73,800
0.9161903134129796,63,800
0.902897553560026,73,800
0.8743324183251668,88,800
0.8887828169377976,78,800
0.8724914610535726,85,800
0.901926435954744,74,800
0.8989294063514468,73,800
0.9034232809122396,69,800
0.9070158616240962,69,800
0.888661225390762,76,800
0.907813518093639,67,800
0.8842032863749637,75,800
0.9032361258521624,70,800
0.8803421025966992,75,800
0.8979551986851909,75,800
0.8737673218795786,65,800
0.9032856957959008,71,800
0.9069378977539424,70,800
0.8923457008819133,73,800
0.8894658588482574,77,800
0.9158243590026848,62,800
0.9087429577623162,68,800
0.9069659190804455,66,800
0.9148574295722536,63,800
0.9166037327173804,63,800
0.9138709081778033,67,800
0.9004288268968037,72,800
0.8951653600720839,70,800
0.9026740225362194,71,800
