accuracy,failures,budget
0.935720213353438,8,50
0.8881777739087517,12,50
0.9042304080148146,8,50
0.9594839657441028,5,50
0.9329648297646344,7,50
0.9322372533736832,7,50
0.9183225952085596,11,50
0.8918268634119577,13,50
0.8985090567740521,11,50
0.9222960922993594,8,50
0.9125870962147316,10,50
0.8790901005235524,12,50
0.9109558967070112,10,50
0.895115375957855,13,50
0.9177375825236506,9,50
0.9364837773215414,8,50
0.9416102650752656,6,50
0.9366856883861674,8,50
0.9793871798701096,3,50
0.943826363206828,5,50
0.921797248394524,10,50
0.9192238469222666,9,50
0.8836407660185496,11,50
0.9280382496896205,8,50
0.9316727828191318,7,50
0.8611993651216452,13,50
0.8880851647498457,14,50
0.9094974530018594,11,50
0.9054044712636872,10,50
0.9595078060616956,4,50
0.9514705546908436,12,100
0.9154345989822248,15,100
0.9264202211045748,19,100
0.9092849827215576,20,100
0.9244927639434364,18,100
0.9149401733574916,19,100
0.9113031355740248,19,100
0.9330900071653364,16,100
0.9658340403776547,8,100
0.90122606504471,21,100
0.935289734427666,15,100
0.9369332246196234,14,100
0.9245185468110824,18,100
0.9171363318707896,19,100
0.9084360692510456,22,100
0.934831897508491,15,100
0.915986533667796,19,100
0.9370784968151682,14,100
0.9076311255731776,20,100
0.9134389689811292,18,100
0.918374429444174,17,100
0.9120662639280234,18,100
0.9227295682600538,16,100
0.8691705276183285,27,100
0.9511050168816716,13,100
0.8961937858758277,20,100
0.9168129570353388,17,100
0.954473834591376,10,100
0.9118103639580416,18,100
0.922892550289478,16,100
0.9203276278640322,31,200
0.9192259419047344,32,200
0.9361303322197136,24,200
0.9369382464444586,27,200
0.9305459949198676,30,200
0.912949148196724,37,200
0.948121146440374,25,200
0.9111195857526304,31,200
0.9191995828600544,31,200
0.9332769583896304,28,200
0.9146760845408632,35,200
0.929420418755224,29,200
0.9304678065877116,31,200
0.9199963724647822,29,200
0.9050620886844144,36,200
0.9004616420299576,33,200
0.9506560212287306,21,200
0.9349428737346884,28,200
0.9343926147317576,27,200
0.9394578613389424,24,200
0.9164864717859388,34,200
0.922672591475659,31,200
0.9173834706306728,34,200
0.9209671976001266,30,200
0.9208712949173412,30,200
0.9201074023687744,33,200
0.9254860897148148,30,200
0.9137716204572556,32,200
0.899812065760153,39,200
0.9070011212275132,35,200
0.9367747375416684,48,400
0.91796202397403,61,400
0.9252465258760127,57,400
0.9270476612961622,55,400
0.91182562408979,60,400
0.9259226092800688,56,400
0.9259738324985513,52,400
0.9137407966250584,50,400
0.93249400117177,47,400
0.9375791780978868,49,400
0.931281036306546,48,400
0.9291448270033368,53,400
0.9201456587454264,62,400
0.9302761190856208,60,400
0.9133789460919536,62,400
0.9119160116319824,66,400
0.9257450568726636,57,400
0.9190068254632464,60,400
0.927866412320876,54,400
0.9063455743078422,61,400
0.927075716905674,54,400
0.926825291863451,53,400
0.9228419030766728,58,400
0.9375176049095744,52,400
0.92595181621379,56,400
0.9155285631920836,58,400
0.9162132151477512,63,400
0.9376279697861494,48,400
0.9185596824676956,60,400
0.9069238609203156,59,400
0.9228308882700768,88,800
0.9293972217755052,89,800
0.926680515914607,83,800
0.924355144565022,89,800
0.9159455935327652,99,800
0.9140124073633732,101,800
0.92217362553411,93,800
0.9209517499777488,96,800
0.9262932003986178,92,800
0.926067955512532,90,800
0.9272443581867832,84,800
0.9117647419530526,102,800
0.9253342717329086,85,800
0.9389767546725682,78,800
0.9259799299995464,90,800
0.9242393430071608,88,800
0.913322079578891,99,800
0.9346918154781116,76,800
0.922297066072048,93,800
0.931015499154723,84,800
0.9284590312410096,85,800
0.927234946254412,88,800
0.9297317995726696,83,800
0.9204395424189076,93,800
0.9189716716609044,96,800
0.9289781608378676,88,800
0.9252658174789185,86,800
0.9208077213255144,94,800
0.9263767233545124,87,800
0.925994102576886,91,800
