accuracy,failures
0.3036052363349825,29
0.45192956424533626,26
0.5093823633461564,25
0.35588299875409735,30
0.6064703355142891,19
0.4397811028233075,26
0.6634453567719913,15
0.26190996385110876,27
0.4727782018816856,26
0.5514766595509983,21
0.5282958541283762,24
0.5498156727519723,23
0.5243431252674962,25
0.5189413032896308,23
0.3061977779898122,30
0.6288850088504316,19
0.6515842837456636,17
0.4661838397390399,23
0.43210806432475546,26
0.372263906990562,28
0.47190388611479905,23
0.5089866452473717,26
0.6261933346496606,18
0.49625519584609235,25
0.382376773436199,25
0.49376152005483154,24
0.5383397101008219,23
0.4978084373565663,25
0.5986710112876172,20
0.3167155535672086,33
