accuracy,failures
0.9279791597880255,52
0.9301368660173093,53
0.9256618760723606,55
0.9228128643225427,60
0.9302144883836625,53
0.9246729747117609,57
0.9220151290150918,59
0.9405422486777645,45
0.9280196233928836,54
0.9076547581027905,57
0.9249790184151905,56
0.9279279841835572,54
0.9358528279647742,48
0.9310296118544198,51
0.9308927101072653,53
0.9277426147130808,56
0.9195879465248897,55
0.9350449463926725,51
0.9373535990943473,47
0.9337944231100233,52
0.931517832291147,51
0.9326206639525256,53
0.9100533660749812,64
0.9262483095813858,56
0.9232859563620157,56
0.9083552782810759,62
0.9336691483842143,47
0.9133981082924333,61
0.926041236164259,53
0.9290711014626594,47
