accuracy,failures
0.5071488696012467,69
0.5672692955363172,59
0.5866623192219027,57
0.5132401270769035,63
0.5044649626861879,61
0.4990831718736223,65
0.5143004162163739,69
0.40381691069472814,76
0.49738542032331945,65
0.5050136207399947,70
0.47069580240920084,70
0.5108710189704556,70
0.48725831973513767,73
0.582169000107033,59
0.5001571676636416,71
0.5689475590040457,63
0.5309622485108405,67
0.5147925037855798,67
0.4901768383756976,70
0.6036609467884195,60
0.5071998795994439,66
0.5102843087437321,66
0.444498979412153,73
0.4780501331339476,66
0.5068402092703966,66
0.5032999368014972,67
0.5319997715237887,63
0.47193746150746174,73
0.45357640096725305,77
0.45953214674655873,74
