mse,ep1,eps2,eps3,eps4,eps5,eps6,eps7,eps8,eps9,eps10
0.09685277533987302,616,445,291,147,69,37,20,9,4,3
0.10167655333455393,618,431,277,133,78,41,28,13,7,6
0.0976876203861515,591,425,294,140,83,39,16,6,4,4
0.09754505947565524,629,449,302,151,76,34,17,9,4,1
0.10033642966518794,582,409,273,152,86,44,22,10,5,5
0.089941220327902,605,417,269,132,67,39,19,5,2,1
0.09576036084048618,608,435,290,140,76,36,16,10,3,1
0.09534067621018678,611,409,260,134,76,40,20,6,6,4
0.0992201493187926,621,439,286,149,76,34,19,9,4,2
0.10003081592255335,611,439,296,168,95,36,12,7,1,1
0.09044375910616342,592,422,273,136,64,29,17,8,4,3
0.09569471208186912,605,426,268,140,79,40,23,11,4,3
0.09094256660836472,621,436,282,134,71,34,14,2,1,1
0.10022581330142138,616,444,287,153,91,37,17,6,4,3
0.09572005766592727,605,430,290,147,69,35,17,8,5,5
0.09773283067045739,617,436,284,141,86,46,20,7,3,1
0.09895974384564116,612,428,277,152,86,33,16,11,7,4
0.09551669968407592,608,410,274,146,75,40,16,10,6,5
0.09938377374038099,602,422,272,136,74,36,18,11,9,6
0.09710771226484667,595,434,279,152,82,33,13,7,3,3
0.09145889556449643,604,427,272,142,71,31,10,8,6,4
0.09682505665489227,611,430,282,153,82,38,22,11,6,3
0.0864652417850786,582,389,241,133,67,32,16,6,4,2
0.1011525395709059,605,433,276,158,85,40,18,11,7,5
0.09507490094659678,609,418,266,136,71,35,19,13,6,5
0.09897679062084797,591,438,289,149,80,41,20,8,4,2
0.093589684743992,600,420,272,131,71,40,20,10,5,4
0.09659949006565167,624,413,276,146,80,30,18,10,4,2
0.0955856126162346,598,426,271,140,67,40,20,8,6,5
0.1028167556857183,593,426,282,154,88,43,18,11,7,5
