mse,ep1,eps2,eps3,eps4,eps5,eps6,eps7,eps8,eps9,eps10
0.09724502322965367,86,57,39,16,7,4,2,1,1,1
0.11091385430816578,80,57,39,21,15,6,2,1,1,1
0.09686936416947939,69,51,34,23,13,6,1,0,0,0
0.11319045491077064,74,53,35,19,10,7,5,5,4,3
0.07033919677488512,72,49,30,16,7,4,1,0,0,0
0.07863817434913169,77,50,31,16,5,4,1,1,0,0
0.1241170713081275,79,59,39,24,14,7,3,2,2,2
0.08772602622400964,75,50,33,20,7,3,1,0,0,0
0.11134648403105098,77,48,34,18,9,5,4,2,1,1
0.09495758632782202,74,48,31,20,12,7,3,0,0,0
0.08859710176458051,77,53,36,22,10,3,1,0,0,0
0.09564882851755376,78,57,36,18,10,2,1,1,0,0
0.08678578516002988,73,47,34,16,9,6,1,0,0,0
0.08838981002990723,71,53,36,17,7,5,2,0,0,0
0.09539601369671909,74,57,34,15,10,2,2,1,1,1
0.10133714468596423,73,50,29,17,11,7,3,2,2,1
0.09676882464876692,76,56,37,14,10,7,2,0,0,0
0.10620634823404562,83,59,34,20,9,5,2,1,1,1
0.10474238921863055,78,50,36,19,13,6,4,1,1,1
0.10090317823565528,74,48,29,20,11,4,2,1,1,1
0.10220699169742184,79,58,36,17,9,6,2,1,0,0
0.07599792965550646,78,50,32,14,5,3,2,0,0,0
0.10310117063535858,74,57,38,19,8,3,2,2,2,1
0.10518298142291921,78,54,37,16,10,6,2,1,1,1
0.08975280614341309,73,54,37,19,8,3,2,1,0,0
0.1001148694899064,76,58,36,19,10,8,4,1,0,0
0.08937485690718096,74,52,34,17,6,3,1,1,1,1
0.09533865039256238,78,57,40,20,9,6,1,1,0,0
0.10640883134036976,81,54,38,17,12,6,3,1,1,1
0.0887948369904307,68,45,33,16,7,5,3,3,0,0
