mse,ep1,eps2,eps3,eps4,eps5,eps6,eps7,eps8,eps9,eps10
0.07993607060126125,151,111,69,34,10,3,0,0,0,0
0.09992501436678469,157,114,74,35,15,9,2,2,2,1
0.11712802303923889,151,115,77,41,29,16,6,3,3,3
0.08808940215911383,146,103,61,33,17,9,5,3,0,0
0.09479418903646747,158,119,76,35,20,5,1,0,0,0
0.112061122859837,153,104,67,36,18,12,8,4,3,3
0.08389649632019582,146,105,66,39,13,5,2,0,0,0
0.0892739742570812,152,103,71,34,18,8,3,0,0,0
0.09505825919494082,149,105,66,37,17,7,4,3,2,1
0.09123668316369424,154,104,68,35,14,8,4,1,1,1
0.09898400466782241,158,104,75,36,17,10,6,2,1,1
0.11762591097669499,154,115,72,41,24,12,7,5,4,2
0.09975678281776458,153,111,61,34,17,11,4,4,2,2
0.0987439788818528,147,110,74,40,20,10,4,1,1,1
0.09033112303042563,152,105,68,30,16,8,3,2,2,1
0.08962548472644734,153,106,77,36,13,8,2,1,0,0
0.09215502584239932,147,100,68,35,17,7,2,1,1,1
0.09615382274240077,160,109,68,33,19,8,4,2,2,2
0.11139442464854221,162,112,81,42,23,11,6,2,2,2
0.10004686999924566,153,101,68,36,17,9,5,3,2,1
0.095082702929976,156,107,65,36,18,6,5,4,3,1
0.08940707433959949,151,107,71,36,17,5,4,2,0,0
0.12014677253703841,153,109,71,43,26,16,9,5,3,2
0.09235287358850819,151,110,71,30,19,7,5,1,1,0
0.09880406079297625,153,107,71,47,25,10,3,3,1,0
0.10001187754459145,144,99,65,38,25,12,4,3,2,1
0.08125213725887757,151,105,69,30,16,7,2,1,1,0
0.10464476615104426,145,112,73,40,24,11,6,2,1,0
0.10960378332712943,156,116,71,39,24,12,7,4,3,2
0.11009881245683151,161,111,67,39,22,10,6,5,3,3
