mse,ep1,eps2,eps3,eps4,eps5,eps6,eps7,eps8,eps9,eps10
0.07153563033077955,32,26,14,4,4,1,0,0,0,0
0.09134321353589109,40,22,17,10,5,1,1,1,0,0
0.10742759847980089,41,29,23,11,2,1,0,0,0,0
0.13438455955429945,34,27,11,9,5,3,1,1,1,0
0.08804746183270575,37,30,20,9,4,2,0,0,0,0
0.1350459408706942,32,23,16,7,5,4,3,2,1,0
0.0886788759340812,36,26,21,8,3,1,0,0,0,0
0.11430615284208058,32,24,16,9,6,3,2,0,0,0
0.107256757687309,38,28,14,7,6,3,2,1,1,1
0.13742915938889685,35,26,15,8,7,1,1,1,0,0
0.13026403073941648,40,32,23,14,7,3,2,2,1,1
0.09462202851197547,37,27,21,13,7,3,2,0,0,0
0.13649180609173503,42,32,17,12,5,2,2,2,2,2
0.15677761581274507,41,30,23,12,4,2,1,1,0,0
0.0885389819840629,41,29,20,10,6,1,0,0,0,0
0.07563545310606161,37,24,18,7,2,2,0,0,0,0
0.09987799663003404,38,25,20,10,6,2,1,1,0,0
0.14500213118553482,42,33,21,8,2,2,2,2,2,1
0.1277325193253415,45,30,24,13,6,5,1,0,0,0
0.09340095336556956,44,31,22,6,3,0,0,0,0,0
0.1096562823730584,39,29,22,12,5,1,1,1,0,0
0.11407711666742054,38,26,18,12,4,2,0,0,0,0
0.11911205845668937,40,32,22,13,7,3,2,0,0,0
0.0992712734118863,39,25,19,9,4,0,0,0,0,0
0.08387235922923408,39,26,15,7,5,3,1,1,0,0
0.09744060314641895,42,30,20,10,6,5,1,1,0,0
0.11689186004514429,37,27,18,12,7,3,2,1,1,0
0.06661236987061503,36,25,11,5,3,1,0,0,0,0
0.10822976023698955,31,22,13,10,8,5,2,1,1,0
0.08698665210916412,32,21,15,11,8,2,0,0,0,0
