mse,ep1,eps2,eps3,eps4,eps5,eps6,eps7,eps8,eps9,eps10
0.11144200226152426,305,206,134,70,31,14,7,2,1,1
0.09325862338152965,303,221,140,77,38,27,16,7,6,2
0.08387272973956779,297,204,128,70,41,19,8,5,4,3
0.10617780099190707,300,208,146,77,39,24,11,6,2,2
0.08445575088442238,292,197,128,60,33,17,11,3,2,1
0.11290000681686876,317,224,157,94,53,25,10,5,4,2
0.0923268879031251,300,212,149,66,35,18,8,5,3,2
0.09408709918175824,305,214,136,71,43,16,9,5,4,2
0.08679258467490364,310,224,135,71,33,18,10,7,3,2
0.09069821817586247,311,222,139,66,31,12,3,3,3,2
0.0957586671500258,305,221,144,78,36,17,8,3,1,0
0.11161575839218042,315,223,143,72,42,19,14,7,4,1
0.10525954119684988,301,215,148,80,43,26,10,5,2,2
0.10915966218353855,302,235,152,75,45,24,15,8,4,2
0.09314289464725435,294,206,131,66,33,14,7,6,4,3
0.08955769375396369,316,221,145,72,35,19,8,1,1,1
0.0822062916161979,281,201,144,77,35,13,6,3,3,3
0.0993194124625825,310,226,152,73,37,19,13,7,3,3
0.0896904007455986,312,205,132,75,34,18,9,4,3,3
0.09330996984230307,308,229,139,74,46,20,6,2,1,1
0.08550696679187442,305,216,126,61,23,12,6,4,3,2
0.09485365308470323,315,235,154,78,43,22,13,7,2,2
0.09099516572242217,315,210,137,70,31,16,6,2,0,0
0.0974884184787431,309,221,147,68,42,19,14,6,3,2
0.09256935742089117,288,209,138,73,37,20,13,5,4,3
0.1145704483378167,310,229,161,86,44,24,12,4,3,2
0.07792497279171041,307,211,133,68,19,8,5,3,3,1
0.09499421944612235,312,214,130,63,37,19,11,5,2,1
0.0850531603421635,307,226,139,72,34,11,4,2,1,0
0.11361670175328109,302,222,145,75,41,26,16,11,7,4
