mse,ep1,eps2,eps3,eps4,eps5,eps6,eps7,eps8,eps9,eps10
0.08007199209042924,76,51,34,14,8,6,0,0,0,0
0.14736207106018165,74,57,39,20,10,3,1,0,0,0
0.07660924071908344,64,47,30,10,5,3,1,1,1,1
0.0861046977764624,70,53,36,16,13,6,2,2,1,0
0.10843954500444494,80,56,39,19,10,6,0,0,0,0
0.11354849921492456,80,55,41,22,15,10,6,1,1,1
0.08007472925132982,70,50,35,19,13,5,0,0,0,0
0.09430693931291027,81,62,44,25,9,2,1,0,0,0
0.10519051884006547,85,65,44,23,8,4,3,2,2,1
0.09089766167503785,74,58,39,15,11,4,4,2,1,1
0.10868321486879565,77,48,31,17,11,8,3,1,1,1
0.09048660317347464,83,58,37,18,7,3,2,0,0,0
0.08510102885287471,81,53,34,17,10,3,0,0,0,0
0.09912675812055093,85,55,35,14,6,2,0,0,0,0
0.0833347021251115,75,51,37,20,9,3,1,0,0,0
0.07007237569762802,70,47,30,15,6,2,0,0,0,0
0.077141569055311,76,58,28,15,6,4,1,1,0,0
0.0929684216934124,75,59,32,17,9,4,1,1,1,0
0.08130822345811095,77,61,36,13,10,3,2,2,1,1
0.08788648933465824,79,52,33,21,8,5,1,1,0,0
0.07260700211016181,74,49,34,19,10,4,2,2,0,0
0.09765625595128492,74,58,43,18,10,5,1,0,0,0
0.10661468911954855,78,56,43,24,10,7,4,3,2,1
0.08934271172427416,82,56,34,17,11,6,2,1,1,1
0.09869272391804428,73,50,30,18,10,5,3,1,0,0
0.07395978881399908,77,53,25,14,6,5,2,1,1,0
0.09133114814824791,75,49,34,22,12,4,2,1,0,0
0.09279383337252892,75,48,30,13,9,7,4,3,1,0
0.10383223102400294,69,52,35,16,8,4,2,1,0,0
0.12487480316807234,70,53,35,18,12,7,6,3,1,0
