mse,ep1,eps2,eps3,eps4,eps5,eps6,eps7,eps8,eps9,eps10
0.09266758669523384,603,427,278,152,77,34,14,5,4,3
0.08766263050950789,605,431,272,139,77,39,16,11,6,2
0.09917917789385099,616,439,278,134,69,33,17,8,7,3
0.098677118788583,594,415,265,141,77,51,25,17,12,10
0.09348596891188893,611,420,266,140,77,37,19,7,3,2
0.10255112796281798,612,452,317,168,86,44,23,10,9,6
0.0962515146441648,639,446,287,145,64,32,14,7,5,3
0.0976922666202166,601,426,266,145,70,28,12,5,3,1
0.08697418140957283,609,404,263,128,60,33,14,7,3,3
0.09569385877807532,624,423,273,140,75,35,20,11,4,3
0.09972821186569629,619,434,291,157,85,43,22,13,6,5
0.09887322160974078,621,444,269,149,82,39,20,7,3,2
0.09874192637537467,623,432,273,137,75,37,17,7,5,5
0.10186849533719254,585,412,272,143,78,37,17,11,8,6
0.09173071199906956,601,422,283,151,74,34,11,5,3,2
0.10497091581837632,599,438,288,155,82,39,18,7,4,4
0.10512196554478306,601,428,276,145,81,38,17,9,8,7
0.08796018714863497,627,439,267,133,64,34,13,9,8,7
0.10001094244942833,598,418,270,145,73,34,19,12,9,7
0.09290820574467419,597,408,267,138,79,41,22,13,9,6
0.10167629606057615,633,439,286,153,78,33,16,10,5,2
0.09833019026574367,620,444,291,174,89,41,18,9,7,6
0.09551083014125496,598,437,285,158,83,40,20,11,5,3
0.09348143561493946,589,428,290,141,78,42,18,7,3,1
0.10443914986587235,613,445,282,151,82,38,25,16,9,6
0.10815815491795784,610,441,296,155,88,45,23,16,10,8
0.10273059952625165,605,441,298,152,78,44,23,14,8,7
0.10211275325219737,614,427,283,151,79,30,16,5,3,3
0.10009849562943252,606,423,279,148,81,40,25,17,11,8
0.08439327587422803,605,416,262,123,62,28,15,10,6,4
