MSE,eps1,eps2,eps3,eps4,eps5,eps6,eps7,eps8,eps9,eps10
0.09551315201135419,308,216,138,67,36,20,9,5,2,1
0.08333413979291694,306,205,132,64,35,21,11,7,7,4
0.09449023810710754,309,229,153,84,46,24,11,6,3,0
0.10503985242156526,305,223,147,76,41,21,14,7,6,3
0.10179927180871037,311,206,138,71,42,21,14,7,4,3
0.09705042451025067,314,219,143,77,42,20,12,3,2,2
0.09121123613313428,314,212,140,63,36,16,5,1,1,1
0.11737458894346975,311,224,142,84,39,24,15,9,6,4
0.07892924809269063,305,213,131,66,36,13,6,4,3,1
0.09512334832219492,305,226,146,83,40,22,14,9,7,4
0.08046460416373225,303,215,135,68,26,13,6,3,1,1
0.07210002219416078,293,211,129,57,27,13,6,2,2,1
0.1169907398303837,318,230,157,80,46,23,10,5,3,1
0.08351219940781264,302,225,149,72,33,16,7,5,3,3
0.09285332880463329,309,215,139,65,34,12,5,2,1,0
0.10711067738238989,300,219,142,75,41,22,9,4,2,2
0.08466332779502173,308,228,141,70,37,18,5,2,2,0
0.0965388470455209,304,211,138,69,36,20,6,4,4,3
0.09015930077008044,308,227,142,79,46,20,8,4,2,2
0.09020408715236305,317,228,144,65,36,15,8,4,4,3
0.07392675408507003,299,206,137,66,24,11,6,3,1,0
0.10879840952966006,307,224,148,81,45,24,13,8,6,2
0.10478700737623539,309,228,139,83,46,23,13,8,7,4
0.10748780534412115,306,224,141,78,45,18,7,4,2,2
0.07458598115457042,305,200,130,65,37,20,11,4,3,1
0.09944562035249639,302,217,138,70,41,23,7,4,2,1
0.08773910350534478,301,203,136,69,38,23,9,5,3,2
0.08418475833729636,304,210,134,69,32,16,4,1,0,0
0.09375843696762082,305,218,145,80,44,23,11,5,2,1
0.11561880635891437,303,220,146,80,40,20,11,8,5,2
