MSE,eps1,eps2,eps3,eps4,eps5,eps6,eps7,eps8,eps9,eps10
0.05570787637493911,38,28,14,3,0,0,0,0,0,0
0.08486283177138755,38,28,14,9,5,2,0,0,0,0
0.09017652869538491,43,29,15,7,5,4,4,2,2,2
0.06319779413392285,34,23,8,5,0,0,0,0,0,0
0.11710842687191875,38,31,17,8,5,3,2,0,0,0
0.045974661748813136,38,20,8,5,2,1,1,0,0,0
0.05664561791409519,34,22,10,4,0,0,0,0,0,0
0.06905382823591012,36,22,15,6,2,1,0,0,0,0
0.11858676339441462,35,28,16,8,7,3,2,1,0,0
0.07839459330430577,41,28,15,5,1,1,1,0,0,0
0.05702390699732682,32,21,12,4,1,0,0,0,0,0
0.05269331871019007,35,29,14,5,2,1,1,1,0,0
0.1644917107451404,43,33,24,12,4,3,2,2,1,1
0.1001630074563021,38,31,19,10,6,1,0,0,0,0
0.06649501177767608,36,22,10,4,2,1,0,0,0,0
0.07810554680374727,35,21,13,5,3,1,1,1,1,0
0.055535770662868814,37,24,12,3,2,1,1,0,0,0
0.08374833552069887,37,26,15,4,2,1,0,0,0,0
0.05454073579357785,38,25,13,4,2,1,1,0,0,0
0.060359540306139506,36,26,13,3,0,0,0,0,0,0
0.07727751351300546,40,29,14,10,3,2,1,1,1,1
0.08697552519750286,40,28,18,8,5,3,2,2,1,1
0.06430152327337926,39,25,10,5,1,1,1,1,1,0
0.07181500229922028,39,30,18,9,2,0,0,0,0,0
0.09588820664834825,43,29,21,6,2,2,2,1,0,0
0.081770106851603,36,23,16,6,4,2,0,0,0,0
0.09256623946113259,36,30,18,6,2,1,0,0,0,0
0.0592646787324976,36,25,18,5,3,2,1,1,1,0
0.07114401795036782,41,23,15,5,2,1,0,0,0,0
0.1823694071106595,39,19,12,4,4,3,3,2,2,2
