MSE,eps1,eps2,eps3,eps4,eps5,eps6,eps7,eps8,eps9,eps10
0.0960082207716456,81,59,38,19,8,6,4,2,0,0
0.09468953228854797,77,53,32,21,12,5,5,0,0,0
0.05251733329637801,70,48,29,8,2,1,0,0,0,0
0.0925729845017955,69,50,31,18,10,6,5,4,4,2
0.06527345550222725,73,48,24,10,3,3,1,1,0,0
0.08202392462000285,77,52,24,10,7,3,2,0,0,0
0.08540569037994923,82,58,25,13,8,4,4,2,2,0
0.10671298448145228,72,48,31,17,6,3,2,1,1,1
0.07793404143188841,67,48,24,10,3,3,1,0,0,0
0.10773360900772863,77,49,27,11,6,3,3,3,3,2
0.07532956992137761,76,54,34,13,8,3,3,2,1,1
0.11926748958011955,74,53,32,18,6,3,3,2,2,2
0.06466917617211668,72,45,32,9,3,1,1,0,0,0
0.09755948549271204,75,63,33,16,10,6,2,2,0,0
0.07489218902091367,84,62,37,15,7,5,1,1,0,0
0.06358925469172429,73,58,32,13,2,0,0,0,0,0
0.10651457529575785,73,55,27,8,6,5,3,3,3,2
0.08027517177179198,73,52,31,7,1,1,1,1,1,0
0.055320745717127945,73,53,28,10,1,0,0,0,0,0
0.07849806084707942,76,53,30,10,7,5,1,0,0,0
0.09904702125585713,82,55,33,14,7,5,3,1,1,1
0.06759176600820374,73,49,30,14,7,5,1,0,0,0
0.06431130367372087,74,48,23,12,4,3,2,2,2,0
0.06564775934945422,74,49,25,6,1,1,0,0,0,0
0.07526564253083888,70,56,35,13,6,3,0,0,0,0
0.07978504736651378,68,45,21,12,8,6,4,3,1,1
0.06832735099157772,78,54,35,13,3,1,0,0,0,0
0.0698278256330027,71,47,23,6,4,2,1,1,1,1
0.09813145408757029,76,54,32,15,9,5,3,1,1,0
0.06309888820061262,80,45,22,9,5,3,2,1,0,0
