MSE,eps1,eps2,eps3,eps4,eps5,eps6,eps7,eps8,eps9,eps10
0.10019769099195679,156,115,69,34,16,9,6,3,2,0
0.07058444665315265,154,105,56,24,6,3,1,1,0,0
0.06816455982562464,154,107,62,23,12,9,4,3,2,1
0.07196344884625275,154,107,59,27,9,4,3,2,0,0
0.06224228787414625,150,98,57,23,7,3,1,0,0,0
0.0861170632639071,161,113,69,25,9,7,3,3,2,0
0.05529304431411861,146,103,53,19,5,4,1,1,0,0
0.0731842422449922,158,106,57,23,10,5,4,2,2,2
0.08104372603213256,155,112,69,34,14,8,5,3,2,1
0.10237297238958273,152,107,68,34,19,10,7,3,3,1
0.0805942043427026,152,98,59,27,15,7,4,3,2,0
0.11134061029534038,155,116,71,33,19,9,7,6,4,3
0.06557482024103675,139,102,51,20,6,2,2,1,1,1
0.07913074146115646,155,106,64,28,12,6,4,2,1,1
0.0934367991360601,156,112,68,26,15,10,7,5,4,2
0.07336570909765028,149,102,56,26,9,4,2,1,1,1
0.07261670669350141,147,104,57,19,8,3,3,1,1,1
0.10918190859725006,148,115,65,31,13,11,10,6,4,2
0.07321028148380215,156,109,64,25,10,7,4,2,1,1
0.07817881572650767,154,105,58,21,9,7,5,1,0,0
0.06660791740340037,149,100,57,24,12,5,3,2,1,1
0.09127930768698617,155,115,63,29,13,7,5,3,2,1
0.062197856903009816,141,102,58,19,6,3,1,1,0,0
0.061687450686438196,135,94,54,18,7,6,1,0,0,0
0.096439682308738,158,112,71,25,14,10,8,6,4,1
0.08289166151918395,154,107,57,22,5,3,3,0,0,0
0.08873084030829749,151,108,55,20,12,10,5,3,1,1
0.10517683737217796,163,115,63,31,7,5,4,3,3,1
0.08829648234222616,159,115,66,31,15,7,4,3,1,1
0.09380014841063766,153,104,64,32,12,8,4,3,2,0
