MSE,eps1,eps2,eps3,eps4,eps5,eps6,eps7,eps8,eps9,eps10
0.11601557271768498,311,235,145,75,41,24,13,8,4,4
0.11363911286673561,311,245,163,93,58,31,18,9,4,2
0.12157839557400046,311,237,159,98,68,41,26,19,9,4
0.10732211707715812,310,238,134,82,43,33,21,13,7,3
0.12083930364672571,303,222,153,83,47,32,22,12,7,2
0.09877751682795047,315,237,151,79,47,27,14,9,4,1
0.10945365804874134,313,236,151,80,52,40,20,9,8,3
0.11883011836492172,326,251,163,91,54,35,18,11,5,3
0.11514350141850388,304,235,146,89,54,35,27,19,10,6
0.12902518471296454,319,238,164,84,54,35,22,18,8,3
0.11311182472592476,314,226,133,78,44,33,20,10,7,3
0.12252700582670477,324,226,147,84,57,34,20,11,7,2
0.14679100040951593,316,244,168,102,62,43,30,13,6,3
0.13009257569252403,319,240,163,89,53,41,26,14,5,2
0.12850370944359668,307,231,157,87,51,33,21,13,7,1
0.1089055522745453,314,220,157,84,44,29,17,6,4,1
0.10666709343091378,305,231,158,94,59,37,25,16,9,4
0.11668813544252592,304,220,145,89,58,32,17,9,6,4
0.11903532955764333,295,230,147,79,48,26,20,13,7,4
0.1182517202466938,313,235,145,86,55,39,27,18,10,6
0.1305607398885528,315,235,157,95,56,35,23,17,11,6
0.12571346022091748,318,241,167,93,56,33,23,15,11,7
0.12148372694364296,311,230,152,104,67,40,28,21,11,5
0.12971520268283612,313,244,148,83,54,31,22,14,7,4
0.12430063896800238,301,224,148,78,48,29,18,10,8,6
0.10441095814704812,314,237,150,86,51,33,19,9,4,1
0.12007778279747611,315,240,154,85,56,37,18,9,7,3
0.08773890005525276,304,204,126,66,42,28,19,11,6,4
0.12388554405823096,316,241,164,94,65,43,26,17,10,4
0.12008389840619242,299,231,164,96,60,38,23,17,10,6
