MSE,eps1,eps2,eps3,eps4,eps5,eps6,eps7,eps8,eps9,eps10
0.12298922391053946,637,483,311,172,102,58,38,23,15,9
0.117145506981679,618,447,288,163,105,67,42,25,15,6
0.10755690278207992,625,453,295,159,103,59,36,20,11,5
0.12049601454536127,633,476,306,165,101,67,37,23,15,8
0.11846542807945573,598,447,284,161,99,64,46,27,16,6
0.11146073916504709,617,442,294,153,89,57,32,19,11,6
0.10110744250713154,614,437,277,156,88,57,28,17,9,5
0.10045252110112657,616,456,283,166,110,72,42,25,14,8
0.12658329237175764,620,454,304,178,113,76,50,25,18,12
0.10852015781146339,623,466,293,166,106,65,34,19,10,7
0.1192414507789485,630,467,286,174,99,58,34,24,14,8
0.10850245899329206,630,446,283,161,92,58,32,21,13,7
0.1317209960378361,633,480,319,194,127,77,44,24,13,6
0.12263330775029353,614,451,314,186,119,70,41,26,16,6
0.10732047224693508,636,462,279,171,105,69,40,25,16,9
0.10403009948908568,607,457,292,162,93,56,30,16,10,4
0.10961466085107625,648,473,321,180,92,65,39,20,11,6
0.11074593647527248,621,468,300,170,109,63,40,21,14,7
0.10642676356372906,635,476,317,174,100,64,38,21,9,5
0.10839294525189774,617,454,299,169,110,79,42,26,12,8
0.10676257405911414,632,459,294,147,85,54,30,17,8,5
0.10339313142486567,629,451,289,151,91,64,43,27,11,7
0.10638845366868031,616,466,295,175,111,78,45,25,15,8
0.10694612526406168,634,479,312,166,97,61,36,21,11,5
0.10765629305832271,643,474,304,165,99,66,43,26,12,3
0.10343909904272201,632,469,307,167,88,58,38,24,9,4
0.1138944728465026,618,458,286,151,93,66,37,18,12,6
0.10055205873186264,616,453,281,159,95,63,44,23,14,9
0.10616451636179979,602,440,289,168,98,65,41,25,16,8
0.11519426770363296,630,472,315,173,109,73,50,24,17,7
