MSE,eps1,eps2,eps3,eps4,eps5,eps6,eps7,eps8,eps9,eps10
0.07470743544257268,74,51,33,14,7,3,1,0,0,0
0.07251059600511164,78,49,25,11,3,0,0,0,0,0
0.07441327877480425,70,54,30,11,7,4,1,0,0,0
0.0696264153155367,74,55,25,10,5,5,3,1,0,0
0.08950439472386292,72,48,29,10,7,4,1,1,1,1
0.08210772509962315,73,50,27,8,5,2,2,1,0,0
0.08148797019205829,75,52,31,13,7,1,0,0,0,0
0.08602339278695449,81,55,33,20,7,4,1,1,1,0
0.08599667961170832,76,46,33,16,11,7,6,3,2,1
0.06638788105854034,84,57,30,12,3,0,0,0,0,0
0.10448449045185688,82,51,32,14,5,3,1,1,1,0
0.06409881339952561,79,50,23,8,3,3,2,0,0,0
0.10536112463841418,77,53,34,18,7,5,4,4,2,1
0.14020047016093043,72,48,24,12,4,4,2,1,1,1
0.05916211790488323,81,57,35,13,5,5,2,0,0,0
0.08214213345502988,78,57,30,16,5,3,3,2,1,1
0.09132852423966442,79,59,38,15,7,4,3,2,0,0
0.10408233575315805,82,65,36,18,10,6,4,2,0,0
0.09256002985014641,84,62,38,19,10,5,1,0,0,0
0.05049577763617035,76,48,27,13,6,2,0,0,0,0
0.08133824566144168,78,52,29,11,3,1,1,1,1,1
0.09161208082763551,79,55,31,12,5,2,1,1,1,1
0.06510999641814535,77,44,27,12,5,3,1,0,0,0
0.0992747148397611,73,51,37,17,4,3,1,1,1,1
0.08549389216627659,77,55,30,11,5,4,2,2,0,0
0.09613735170215916,76,58,37,21,8,5,3,1,0,0
0.08628968344152917,74,55,35,12,8,5,3,2,1,1
0.05854647627685578,83,54,30,13,5,2,1,1,1,0
0.060707966071391076,72,46,30,12,5,1,0,0,0,0
0.08716357186779909,76,54,29,11,5,5,3,3,1,1
