MSE,eps1,eps2,eps3,eps4,eps5,eps6,eps7,eps8,eps9,eps10
0.10261288101841069,150,107,67,41,21,9,5,2,2,1
0.10900361939112407,151,115,80,54,29,12,6,6,3,3
0.11508689985223547,149,115,83,49,31,19,6,4,3,2
0.1180195428317081,161,121,88,59,31,18,10,5,3,3
0.09327951649743076,156,110,71,49,24,10,7,5,4,4
0.1110024528303106,157,119,84,46,28,16,8,4,3,2
0.16962889021747246,166,123,84,39,27,18,9,7,5,3
0.1733213189271901,170,129,95,65,41,26,14,9,8,5
0.13141354762922755,166,121,85,54,31,22,11,5,1,1
0.12154111062345954,144,107,71,48,28,18,11,5,4,3
0.11919017667671351,160,118,81,50,27,13,7,3,2,1
0.13129868984067655,154,122,87,59,35,21,13,5,3,2
0.13692951999871616,151,109,83,51,31,15,11,7,4,1
0.12320204992583822,154,110,74,45,26,15,8,3,1,0
0.15000184423714732,162,112,77,51,33,18,11,6,5,2
0.13325872504737163,152,115,76,37,23,13,11,8,6,4
0.10891252758769085,153,101,71,48,29,15,7,3,1,0
0.12937276631191091,158,116,89,58,38,19,12,8,3,1
0.15345193491413872,158,121,82,54,36,21,12,6,4,2
0.10460648295847795,153,114,71,41,26,17,7,5,1,1
0.12903365721458113,156,108,74,47,25,16,13,7,4,2
0.11777052626841726,160,107,76,44,26,13,9,5,2,1
0.14781590705820602,160,118,76,50,32,11,7,6,5,3
0.11934551269739771,155,120,82,51,25,14,10,7,5,2
0.11973166962225151,153,111,82,52,28,9,6,2,0,0
0.12491538796883778,154,118,82,52,25,14,10,4,2,1
0.14811049282013855,158,110,84,63,37,18,11,5,3,1
0.088408061841081,152,110,76,45,23,9,5,2,2,1
0.1146099791807801,153,111,75,51,35,19,11,6,3,2
0.11877566126149337,137,99,70,43,26,15,9,5,3,3
