MSE,eps1,eps2,eps3,eps4,eps5,eps6,eps7,eps8,eps9,eps10
0.1167970325471382,317,235,162,94,58,30,17,10,7,5
0.09687977790806325,301,220,144,92,55,31,19,11,8,4
0.10605540636043756,309,231,156,99,62,31,13,4,1,1
0.12836953380372612,329,234,161,94,59,30,13,10,6,5
0.12992134429557356,315,222,170,113,69,42,25,13,8,6
0.13080854010908832,325,241,163,107,75,40,24,13,8,4
0.13551242963617216,307,221,168,104,55,29,14,10,9,6
0.10698741062269923,300,218,152,91,55,27,16,11,3,3
0.14511207644080468,326,250,174,103,65,37,21,13,6,6
0.11761976003933303,304,227,150,92,61,35,19,7,4,3
0.1278553204251271,307,235,163,97,65,44,22,14,8,7
0.11101081549959949,314,215,158,90,60,35,14,7,6,4
0.11761717144275197,302,233,162,105,57,30,18,9,5,3
0.11964299333492931,304,233,172,104,64,34,17,8,5,3
0.11277208079803575,290,213,145,88,57,38,22,12,6,4
0.12062617884166245,304,224,157,96,57,30,19,9,6,5
0.12835935097068543,311,224,161,102,64,37,19,10,3,1
0.1131896804950616,303,215,147,97,57,31,19,10,3,2
0.1345544141541803,301,228,168,103,60,34,21,10,7,6
0.1085717548358381,299,218,148,92,50,32,18,10,8,6
0.1524023925715663,307,233,179,115,73,43,25,17,10,8
0.13854708962016984,311,236,160,101,63,32,15,7,7,6
0.1027917488545985,294,214,146,88,56,26,14,6,4,2
0.12483429989651665,304,237,172,110,56,30,12,6,5,4
0.11257463536624257,312,230,165,106,64,37,18,10,7,5
0.11868988884537424,319,241,166,101,63,31,20,11,6,3
0.10949693135346482,312,215,145,85,54,30,17,8,6,3
0.10563936046187981,312,227,157,92,50,27,11,7,4,3
0.12158697496442329,313,228,169,108,70,38,22,13,5,4
0.11837758070343554,312,224,148,93,57,31,17,11,7,6
