MSE,eps1,eps2,eps3,eps4,eps5,eps6,eps7,eps8,eps9,eps10
0.09914848226372952,158,116,70,33,20,11,8,3,2,1
0.09236113351943143,152,115,81,42,20,8,2,2,0,0
0.10459224251864153,152,107,73,40,19,10,6,2,2,0
0.08826724283429489,150,105,70,31,9,4,3,2,1,1
0.08722698553902439,154,100,65,36,16,8,5,1,1,1
0.12261586235968157,167,114,67,42,25,11,5,4,4,1
0.08202030541829279,156,115,71,40,21,10,3,2,1,1
0.07799958945642571,159,106,59,26,10,5,3,0,0,0
0.09309157769337409,147,105,68,37,20,8,1,1,0,0
0.08915174328602819,148,103,65,36,20,8,7,4,2,1
0.08790591802817363,147,110,64,29,17,8,2,1,1,0
0.09336799162749063,153,106,67,38,18,10,4,0,0,0
0.1108101864670423,146,115,71,37,21,10,4,4,4,4
0.0932111559923276,151,113,75,37,23,12,5,1,0,0
0.09816764739929662,155,104,68,28,18,9,4,2,2,2
0.09571463823915395,151,117,81,52,22,7,4,2,1,0
0.09304356133511522,149,98,72,33,15,5,1,0,0,0
0.09548222809422396,155,108,70,37,15,6,4,1,1,0
0.14016852481579145,154,103,65,33,22,10,6,5,4,3
0.08939699218884788,154,110,67,32,17,12,7,3,1,1
0.1056091523564277,153,117,72,40,23,12,6,4,3,1
0.09555196450220153,153,114,68,34,15,7,2,2,2,0
0.09760498678106348,145,106,75,41,23,13,5,4,3,3
0.10597829127651007,153,104,68,40,19,6,2,2,0,0
0.10127269600362829,157,112,77,44,18,12,7,5,4,1
0.09877481229923571,163,112,75,36,17,8,3,0,0,0
0.08645213879581384,148,99,67,30,13,7,3,1,1,1
0.08531957723555608,157,112,73,33,16,5,2,2,1,1
0.07300060258415038,142,89,52,26,17,11,5,1,0,0
0.09691541668870066,161,112,66,36,20,10,4,2,1,1
