MSE,eps1,eps2,eps3,eps4,eps5,eps6,eps7,eps8,eps9,eps10
0.09761442629729657,619,418,274,143,83,46,23,13,8,4
0.09865593374035199,606,433,291,151,95,43,18,8,6,4
0.08109319519631412,596,411,262,146,75,35,18,10,6,5
0.08241263993370014,616,409,273,146,72,39,17,9,4,2
0.07781683501726508,595,431,263,131,63,28,14,6,4,1
0.08736306659305677,624,442,281,140,83,27,15,9,6,3
0.08447968547488739,616,426,291,155,81,37,18,7,4,2
0.09385352840738757,615,441,286,143,66,35,16,9,5,1
0.08380441307048557,601,437,293,153,84,37,18,9,6,3
0.0825309422854709,592,426,285,149,85,37,12,4,1,1
0.08313084615265275,620,418,270,134,74,36,18,7,3,2
0.08222714262511412,606,427,286,150,80,37,25,13,8,5
0.10130563999582679,628,444,284,157,82,42,19,12,8,5
0.09102980680928519,599,435,294,148,78,36,15,10,6,4
0.09070567683899988,609,431,271,149,70,37,24,12,5,4
0.08621800311553711,599,411,268,134,74,38,15,8,6,4
0.09234199493861994,600,449,279,142,64,33,14,5,4,3
0.09326513381769773,629,463,291,145,78,33,14,6,5,3
0.09568667349346195,610,455,292,157,97,50,17,9,3,2
0.09364875811763539,608,441,278,134,65,37,18,7,4,3
0.09381247581316644,597,426,282,145,81,41,21,12,7,5
0.09848584627952217,603,427,286,157,89,40,22,13,7,5
0.08530638039317005,602,419,270,143,71,39,20,9,5,2
0.08001363144051432,596,423,265,143,71,36,18,9,5,3
0.09290578196816505,592,414,270,136,81,41,22,13,7,5
0.09977032971397828,609,432,270,142,80,44,30,14,8,7
0.08203526899995009,619,446,287,166,73,33,18,8,4,1
0.08395755899570471,616,436,268,142,73,35,15,9,7,2
0.08183399646063645,609,424,272,146,79,34,12,5,1,0
0.08857775728280363,592,425,289,153,76,34,13,10,6,2
