accuracy,failures
0.48766484181086306,409
0.5273431823830881,378
0.5387324773150457,369
0.5438946423949815,364
0.5446364671180055,364
0.5070417333462722,394
0.5139088463153052,388
0.5194046040919617,384
0.4979893793392695,401
0.5667392457871157,346
0.5262858473766245,378
0.5488665826571562,360
0.5009154402139486,399
0.5213118813595348,382
0.5230334338927519,381
0.5244528512236735,380
0.5871363880665179,330
0.5333370311389701,373
0.5147397988094787,388
0.5421771553249921,366
0.5428075504127097,365
0.5061178864417459,395
0.5310323040917512,375
0.5376509564151842,369
0.5307832798603553,375
0.5383578525048403,369
0.5161181596089162,387
0.5406839134296967,367
0.5285693127778718,377
0.5264062258569505,378
