accuracy,failures
0.515,194
0.5125,195
0.4775,209
0.5225,191
0.465,214
0.5225,191
0.5075,197
0.49,204
0.5175,193
0.495,202
0.52,192
0.5425,183
0.52,192
0.5225,191
0.52,192
0.5075,197
0.49,204
0.4875,205
0.475,210
0.48,208
0.5425,183
0.435,226
0.515,194
0.5325,187
0.495,202
0.5475,181
0.52,192
0.5175,193
0.5375,185
0.525,190
