MSE,eps1,eps2,eps3,eps4,eps5,eps6,eps7,eps8,eps9,eps10
0.0985305031496384,39,26,16,10,6,2,1,1,0,0
0.13161515543157762,34,29,20,13,8,4,3,3,1,0
0.10524948842075536,38,30,15,10,5,4,2,2,1,0
0.06717195252750993,32,22,10,7,4,1,1,0,0,0
0.1265555325419377,38,27,21,9,5,3,2,2,2,2
0.1366741964610318,41,30,22,10,6,3,3,2,2,1
0.09924259289671025,40,28,19,9,5,2,1,1,1,1
0.05680321745226832,34,17,10,4,3,1,0,0,0,0
0.06886558513149015,36,20,13,8,1,1,1,0,0,0
0.10918518072777575,40,29,18,8,5,3,2,1,1,1
0.08748490927537884,37,29,18,7,2,1,1,0,0,0
0.09047874796434048,38,26,19,9,5,2,1,0,0,0
0.07722640028147451,40,21,12,7,6,2,0,0,0,0
0.1163217241017309,38,28,18,11,9,5,2,1,0,0
0.1493295938354973,38,30,19,10,7,7,4,3,3,1
0.08937306792747068,36,26,14,10,6,2,1,1,1,0
0.06994179751977804,39,24,14,5,2,2,0,0,0,0
0.1208517670432853,43,30,22,13,6,2,2,1,0,0
0.07071680803258899,33,22,15,7,4,3,0,0,0,0
0.0980656033952754,39,27,19,10,5,4,1,0,0,0
0.09213467688767714,38,30,17,11,4,1,0,0,0,0
0.08980108713658329,41,25,17,8,5,1,1,1,0,0
0.11255087643723131,35,26,16,8,6,3,2,2,2,2
0.12549742281114012,39,33,23,12,6,3,1,1,1,1
0.09348220752944192,37,30,22,10,4,3,1,0,0,0
0.08842090872302952,35,27,17,7,4,2,1,1,1,1
0.12424434469727227,40,29,22,9,5,5,3,1,0,0
0.05430499890410678,38,26,10,3,1,0,0,0,0,0
0.10966264344290728,37,27,17,12,6,3,2,1,1,0
0.10716854106560973,37,25,17,8,4,3,3,1,1,1
