MSE,eps1,eps2,eps3,eps4,eps5,eps6,eps7,eps8,eps9,eps10
0.0658071108014108,84,51,22,10,4,1,0,0,0,0
0.06242652630668009,67,44,27,7,4,1,0,0,0,0
0.08090673323113014,73,57,26,6,3,3,3,2,2,1
0.06892366629944652,78,52,30,11,3,0,0,0,0,0
0.08564365129592313,82,60,32,15,7,3,2,2,1,0
0.06956177679775197,77,53,26,13,4,1,0,0,0,0
0.087445223409414,75,58,36,14,8,6,3,0,0,0
0.06774759035984239,76,46,27,11,3,2,1,0,0,0
0.09898339373622957,83,61,39,18,6,4,1,0,0,0
0.07940553896179899,79,50,27,12,6,4,2,1,1,0
0.1014369278177065,84,63,39,13,7,5,3,3,1,1
0.0677281708033663,70,47,25,11,4,2,1,0,0,0
0.091826374083953,75,55,26,16,6,4,3,2,2,0
0.0828299441326169,75,53,31,10,5,2,2,2,1,1
0.06485771536982098,68,42,23,7,3,2,2,1,1,1
0.08464056320708858,76,54,31,15,4,3,3,2,1,0
0.08307589202613262,79,59,36,12,6,4,0,0,0,0
0.0982313477416328,83,59,29,12,6,6,5,3,2,0
0.07687103051597766,80,54,25,10,5,3,3,2,1,1
0.07822329088391822,75,52,27,13,7,2,1,1,0,0
0.0820029700656632,61,43,27,12,6,5,4,2,1,1
0.10486742812220108,78,53,26,14,8,8,7,4,2,1
0.06516867186478342,75,45,27,12,2,2,1,1,0,0
0.07148931011803339,74,51,29,11,4,2,1,0,0,0
0.10281535512459955,78,57,39,13,8,6,3,2,2,0
0.07813619184891392,72,54,29,16,6,4,1,0,0,0
0.06728178562641667,79,46,25,6,3,3,3,1,0,0
0.0628352038250258,79,43,25,4,3,3,2,1,0,0
0.08634105436683413,80,49,31,17,4,4,3,2,1,1
0.06541590596631026,73,52,27,9,3,1,1,0,0,0
