MSE,eps1,eps2,eps3,eps4,eps5,eps6,eps7,eps8,eps9,eps10
0.08189170187576209,152,112,58,24,12,7,4,2,2,0
0.0899318321707215,161,114,69,25,14,7,3,2,1,1
0.08539309902841201,152,100,59,25,12,7,5,2,2,1
0.07764299897013818,148,97,52,21,13,8,5,5,1,1
0.08160829344730088,162,108,59,31,11,7,4,2,2,1
0.0692620992370753,155,106,55,19,6,3,1,0,0,0
0.09035095819819831,148,100,62,29,15,8,6,3,3,2
0.07937599107275047,154,94,50,27,12,7,5,2,0,0
0.08960857185900059,152,105,63,33,13,8,6,5,2,2
0.07596944771096474,153,109,55,23,8,3,3,2,2,1
0.0894229276197562,155,119,66,29,11,8,4,1,1,0
0.08461155051348059,157,113,62,26,13,8,4,2,1,1
0.07994216048756982,155,107,64,25,10,7,4,1,0,0
0.09264375954936337,159,104,59,26,16,10,5,4,3,2
0.08257662478927008,151,105,59,26,13,8,5,2,0,0
0.07722558871420855,154,101,58,18,10,7,3,2,1,0
0.0746937256134674,152,102,55,21,8,5,4,2,2,1
0.09702141771582107,160,124,61,24,18,11,7,4,3,1
0.08560238561115094,144,103,54,26,13,8,6,4,3,2
0.09937324696135136,155,115,69,30,12,9,6,4,1,1
0.08931300993162002,160,109,60,27,12,9,4,2,2,1
0.08386798405329342,157,108,56,26,10,6,5,4,3,2
0.06465349021543096,142,96,49,17,8,5,2,1,0,0
0.07315837344390817,149,100,50,21,10,6,4,3,1,1
0.07618672195549199,154,96,49,24,11,6,6,2,2,1
0.08152506824747918,153,100,65,24,10,6,2,1,1,0
0.08367021878915473,158,108,53,26,10,9,5,5,2,2
0.07404160892700624,146,93,50,22,12,6,3,2,0,0
0.07439253197092424,151,104,55,24,7,5,4,2,1,0
0.08629533990829454,143,107,65,27,16,8,4,2,1,0
