MSE,eps1,eps2,eps3,eps4,eps5,eps6,eps7,eps8,eps9,eps10
0.07572515948446043,155,120,79,53,38,27,17,11,2,1
0.06903471212619519,147,113,77,38,29,17,16,12,8,5
0.08012712967605451,155,120,84,50,30,16,11,7,3,1
0.08226294663799769,152,121,86,50,32,19,11,8,2,2
0.07722558303528854,149,120,82,51,40,23,15,11,6,4
0.08565758307798006,161,118,80,48,37,23,13,9,4,3
0.07859624412772258,161,120,69,42,30,16,11,6,3,0
0.07996857682557265,162,116,82,46,24,15,9,3,1,0
0.08330291903612366,156,121,82,51,32,25,14,8,4,3
0.09167182079764935,156,116,75,46,31,21,9,5,4,2
0.08463172658728678,154,110,74,44,28,17,11,10,7,2
0.0738664266614578,151,99,67,41,26,17,10,7,3,3
0.10038070091168323,165,124,86,49,36,20,12,8,5,3
0.08653554756798668,162,125,86,45,26,19,13,8,4,2
0.07317755020989784,166,117,81,46,26,20,13,7,4,3
0.08588026211349985,157,118,85,58,36,27,19,11,6,4
0.07606702543493399,160,125,73,43,29,21,8,2,0,0
0.0751956243015258,161,123,87,56,36,28,18,10,4,2
0.07598687726740887,161,120,79,46,26,14,6,3,3,1
0.08054044787073412,154,115,68,43,26,15,7,4,1,1
0.0766819160667635,148,109,64,38,25,17,11,7,5,2
0.05854683717019302,153,117,78,41,25,14,7,4,1,0
0.08891614434266441,153,109,75,49,30,21,11,10,6,4
0.0780072833595215,160,124,82,42,29,17,11,8,5,2
0.07622107673189167,149,111,78,56,41,31,22,13,8,4
0.08124634424265291,164,129,92,57,38,25,13,6,5,2
0.08857265197817557,151,114,85,52,34,24,20,14,8,2
0.07480523711497876,164,124,79,46,29,16,9,7,4,3
0.07661211412854595,151,114,70,44,31,20,10,8,5,3
0.08142094683148765,159,119,85,49,35,20,12,7,4,1
