MSE,eps1,eps2,eps3,eps4,eps5,eps6,eps7,eps8,eps9,eps10
0.0944134659564156,305,213,143,70,40,21,9,3,1,1
0.09371239819276432,302,210,131,66,42,18,9,4,2,1
0.0908890186004107,298,216,134,64,41,18,8,1,1,0
0.10429283591338527,305,222,149,82,45,24,12,5,2,1
0.0950055914443442,289,203,131,61,37,17,9,4,2,1
0.09979239083225513,309,231,150,73,48,15,6,3,2,2
0.09059802963972129,302,202,130,62,30,16,8,5,4,2
0.08907493072952717,297,199,128,59,34,16,7,5,3,2
0.09958346939389769,306,217,143,70,40,22,11,6,5,3
0.08289525677300778,290,205,123,64,33,13,7,3,1,1
0.09018352108125746,307,214,140,74,37,21,5,2,0,0
0.0883284594469512,300,218,132,68,33,14,8,2,1,1
0.09601542246183685,290,199,136,70,37,17,9,3,2,2
0.09643356765777185,292,199,130,61,36,21,12,7,4,2
0.10742368239684243,300,213,141,73,40,23,12,10,8,4
0.11050365927372459,319,219,150,85,51,20,11,7,5,3
0.0964976236504921,297,220,149,68,37,20,8,3,2,2
0.10053790519659293,302,211,137,74,35,20,9,5,3,3
0.10142795612827464,299,228,164,80,33,19,7,4,3,2
0.09385774765407694,306,221,136,69,33,19,10,3,0,0
0.09718430045189037,305,211,135,72,41,17,12,7,4,3
0.09637451175740339,302,224,147,80,35,18,6,4,1,1
0.0929337219754874,297,213,126,64,29,17,8,6,5,4
0.10536921693055074,317,230,161,86,48,22,7,3,3,3
0.09872035952192927,300,207,129,77,40,19,9,3,3,2
0.08993657262531886,302,204,135,69,37,13,5,4,2,0
0.0881332288223651,307,208,135,67,32,13,7,3,2,1
0.0859737715480596,298,217,129,66,34,13,3,1,1,0
0.09351407211729765,302,206,130,61,31,14,8,6,6,6
0.10265653499295034,304,203,121,63,36,21,14,9,5,3
