MSE,eps1,eps2,eps3,eps4,eps5,eps6,eps7,eps8,eps9,eps10
0.07095049049969449,76,55,28,12,3,1,1,0,0,0
0.06613026504665394,76,51,27,8,3,2,0,0,0,0
0.07705131281134918,70,47,27,9,6,4,4,2,1,0
0.07711875949036924,75,56,31,14,5,2,2,0,0,0
0.07335891098228155,77,51,26,12,3,2,1,1,0,0
0.07788764366502281,69,47,31,13,8,5,0,0,0,0
0.07570440499928491,67,47,29,15,7,2,1,1,0,0
0.1003604144129211,79,61,35,17,8,5,3,2,1,0
0.08489494943680331,71,52,32,14,7,4,3,3,1,0
0.06550105287621343,79,51,29,10,2,1,1,1,0,0
0.09196039051636908,74,52,31,14,8,8,4,2,1,1
0.08916377142425833,78,56,34,14,8,4,4,2,2,0
0.06922766115721726,75,51,32,12,3,1,1,1,0,0
0.06863747103690623,78,52,26,9,5,2,0,0,0,0
0.08934622885238598,78,59,38,14,8,5,2,2,0,0
0.06397074762504762,78,48,24,10,3,1,1,0,0,0
0.06813107535078379,75,51,25,12,1,1,1,1,1,1
0.09842205721466747,76,53,35,19,5,4,3,3,2,1
0.09945726133678422,83,62,39,16,7,5,3,2,0,0
0.06524337895024376,72,46,21,8,3,3,1,1,0,0
0.06082604219468562,75,51,20,7,2,2,1,1,0,0
0.08843230983016193,81,60,41,18,4,4,1,0,0,0
0.07177907503861018,68,48,23,13,8,2,1,0,0,0
0.07689541171954553,76,53,32,12,5,2,2,1,0,0
0.07636097557203288,71,52,27,11,5,5,4,3,1,1
0.08798742767539015,77,56,35,15,6,5,2,2,1,1
0.0825252854668487,77,56,34,10,4,3,2,0,0,0
0.10151051577689953,83,61,41,16,10,5,3,1,1,0
0.059568635296963296,72,47,25,7,2,1,0,0,0,0
0.06515109255708373,72,47,23,9,3,2,2,0,0,0
