MSE,eps1,eps2,eps3,eps4,eps5,eps6,eps7,eps8,eps9,eps10
0.08710678719580238,161,117,84,56,34,19,10,4,2,2
0.0981823118940089,159,122,76,52,30,18,9,7,5,5
0.08790353663474999,154,121,84,52,29,10,7,5,4,1
0.09896180400586423,157,117,89,62,31,20,14,11,4,3
0.1017762702488827,158,123,79,56,35,22,12,7,5,3
0.08769677272012645,149,107,79,52,31,16,10,7,2,2
0.10613134988833597,148,118,94,55,34,22,12,9,4,4
0.08718198764519473,160,106,75,46,21,15,7,4,1,0
0.10025465026824423,159,129,90,63,35,20,14,5,3,2
0.09813137924565794,166,115,86,53,30,16,9,5,2,1
0.09583190055945849,160,119,83,60,42,21,9,6,4,2
0.07902883743458229,146,104,67,39,24,15,8,4,3,3
0.10127996648650568,164,120,82,57,35,21,11,9,5,4
0.08660468625488595,153,108,83,48,28,11,4,4,3,2
0.10209398486944994,164,121,89,63,45,22,14,5,4,3
0.10230505457944182,159,122,82,61,36,21,8,6,4,4
0.08693905125552798,151,112,80,49,24,14,9,4,4,1
0.090556185301591,157,112,74,45,23,13,7,4,2,2
0.09687700278899623,160,123,90,53,35,19,9,5,4,3
0.09202255263244168,153,125,81,52,30,22,14,9,5,3
0.07357257021724173,155,102,67,38,19,13,7,2,1,1
0.09633564672870393,149,114,75,52,33,20,9,3,3,1
0.09658785671779184,155,116,84,57,38,26,12,6,6,5
0.10393739939847817,152,113,78,56,35,19,13,7,5,3
0.11650953749371383,166,128,96,62,39,23,8,3,2,1
0.08738284738295089,147,112,84,57,33,19,9,7,4,2
0.0904994021091424,148,120,80,47,25,15,6,1,0,0
0.08885858025851617,148,111,75,52,32,18,9,4,1,1
0.09564057291552026,156,116,89,59,36,22,13,8,5,2
0.09293743199423829,154,114,76,53,33,18,11,6,5,5
