MSE,eps1,eps2,eps3,eps4,eps5,eps6,eps7,eps8,eps9,eps10
0.07785055605893398,620,424,239,88,37,18,11,7,4,3
0.08573195451564823,617,414,241,122,48,32,17,9,3,2
0.09036060751691369,637,445,260,102,51,33,18,13,10,6
0.07682647033502069,604,413,232,98,43,22,13,5,2,1
0.08379917842189058,615,420,228,102,47,31,18,9,5,2
0.08492680086565062,617,440,252,101,48,29,17,11,5,3
0.0866306328769184,606,411,244,114,50,32,22,12,4,4
0.08540848201131607,625,432,245,118,47,32,21,10,4,3
0.09439655390625681,613,451,249,102,52,36,30,19,14,7
0.08666380538522872,616,431,255,105,49,35,26,12,6,3
0.09190242727860776,613,425,246,114,63,43,24,12,8,3
0.07965339564694332,616,422,248,103,48,23,14,8,3,0
0.07882242086884075,611,442,251,105,37,23,14,4,1,0
0.08778705963408763,607,443,252,107,44,28,18,16,10,9
0.08301879399040754,605,422,236,101,47,23,18,9,4,3
0.07728684036457426,606,410,228,88,37,27,12,7,4,2
0.08887900333932751,614,433,263,109,52,33,21,14,7,4
0.08161897325117216,617,430,248,96,40,24,17,6,6,3
0.08618500947063158,626,448,261,102,46,32,19,9,3,1
0.08145334374041344,583,420,242,112,46,26,15,8,5,2
0.0818780428285494,624,437,241,110,40,21,16,11,5,3
0.08546373896209791,612,402,231,98,51,32,20,12,7,4
0.08492250148481838,597,420,233,110,56,32,18,10,8,5
0.07777950933558961,607,428,229,100,35,23,9,7,3,2
0.0746703448354972,609,416,223,89,37,19,11,4,3,2
0.08394673506669983,632,445,272,111,38,25,12,6,3,1
0.0866294738433523,636,460,256,122,50,26,15,10,3,0
0.08621760455426089,622,432,237,100,51,33,21,12,9,3
0.07952889449162423,606,413,247,95,38,24,13,9,4,2
0.08165456024445784,594,406,234,104,51,31,18,10,3,2
