MSE,eps1,eps2,eps3,eps4,eps5,eps6,eps7,eps8,eps9,eps10
0.11978248636304017,38,27,21,11,8,4,3,1,1,1
0.08137409195882925,35,27,16,7,3,2,1,0,0,0
0.11754604750599038,47,30,17,11,6,3,2,1,1,1
0.11296195953573436,36,28,22,13,7,4,2,0,0,0
0.10379887777228296,39,25,20,11,6,3,1,0,0,0
0.08095643842474459,39,26,14,7,4,2,2,1,0,0
0.11310334357048434,38,34,22,10,4,3,1,1,0,0
0.08763737553889987,37,30,20,8,3,2,0,0,0,0
0.08300030282839564,34,24,17,9,3,1,1,0,0,0
0.11905766842858889,39,26,15,9,6,5,3,2,2,2
0.137681496125567,40,27,16,9,6,2,2,2,2,2
0.09786712537867849,39,28,20,10,6,4,1,0,0,0
0.0694673176132709,35,26,12,7,3,1,0,0,0,0
0.10501393835006254,38,25,20,10,5,4,3,0,0,0
0.07613887742689891,36,24,14,5,3,3,1,0,0,0
0.13318321587364895,43,25,18,16,8,3,1,1,1,1
0.10726381098268004,38,28,20,10,5,2,2,2,0,0
0.11255795391458115,39,28,15,12,7,5,4,1,0,0
0.08921824841292594,35,26,16,10,7,1,1,0,0,0
0.11409138588588172,43,33,22,13,7,3,1,0,0,0
0.10094151366690812,42,29,19,7,3,2,1,1,1,0
0.10093533225174335,34,24,15,5,3,2,1,1,1,1
0.10141887571628122,39,26,17,11,8,2,1,1,0,0
0.06290606236374377,35,24,15,5,2,0,0,0,0,0
0.08156717393768417,42,28,18,7,2,1,1,1,0,0
0.10344396047112085,42,28,20,12,3,2,2,1,0,0
0.1294840460907261,39,29,20,12,8,6,2,1,0,0
0.09233368567534646,36,27,19,11,6,1,0,0,0,0
0.10365352937125126,42,30,20,10,4,4,1,0,0,0
0.11025175271263547,41,36,24,13,7,1,0,0,0,0
