MSE,eps1,eps2,eps3,eps4,eps5,eps6,eps7,eps8,eps9,eps10
0.0956037698793623,305,217,132,77,41,19,10,7,4,2
0.08348452465678645,296,203,128,62,36,15,5,3,2,1
0.09276260730365299,293,208,138,71,31,12,7,3,2,2
0.09738908203780686,308,224,142,76,42,26,6,0,0,0
0.09800396462382881,295,213,144,80,38,20,11,5,2,1
0.10716380183282817,301,210,132,71,43,30,13,6,6,6
0.09957724108919169,319,230,152,71,39,20,9,2,2,1
0.10519005359181276,310,223,130,68,43,20,10,7,4,3
0.09764762452878284,309,213,143,76,42,19,11,3,2,1
0.0940788045936881,297,208,128,66,39,21,13,5,2,2
0.09290308702547433,288,211,136,73,39,16,10,5,1,0
0.10602901401660672,301,227,151,83,53,23,9,6,1,1
0.10765136453365212,305,211,145,77,52,25,17,8,3,3
0.09333430210582551,297,216,141,70,33,17,11,5,1,1
0.08772386893421576,297,205,123,58,32,19,9,5,4,2
0.09963130648931436,306,216,142,85,43,16,5,5,3,3
0.09113185150557088,291,189,120,62,37,18,11,8,5,3
0.09026055024290415,299,205,133,68,37,18,9,2,1,0
0.0932580119131584,298,213,131,67,39,21,7,3,2,2
0.0907651220491256,293,204,143,73,33,15,8,3,2,1
0.09529096337984629,286,190,124,72,46,21,9,5,3,2
0.09232686810816672,314,225,146,73,33,12,8,3,2,2
0.09169982803734025,308,209,138,62,33,13,10,3,3,2
0.10092056971230216,305,215,141,75,45,20,13,7,3,2
0.09284896769802801,294,203,142,74,43,21,11,4,3,2
0.09663269724010223,297,208,133,63,38,24,13,7,4,2
0.10219118927851374,301,219,144,80,43,16,8,6,2,2
0.09763872429315525,307,210,139,62,37,21,7,5,3,3
0.09505207308513335,330,224,141,76,33,17,7,3,2,0
0.11080149439275144,305,225,136,85,52,30,19,7,5,3
