MSE,eps1,eps2,eps3,eps4,eps5,eps6,eps7,eps8,eps9,eps10
0.07676346919797669,76,57,39,24,17,13,8,4,4,3
0.09657945540086653,78,59,37,27,21,16,14,12,8,5
0.05748094134193805,75,49,35,22,13,5,2,0,0,0
0.0828364646543306,83,59,46,30,18,11,4,3,3,0
0.08180863891530685,70,52,39,21,16,11,7,3,2,1
0.08928199635843657,79,61,40,22,10,8,5,3,3,1
0.1015504770220027,77,59,40,26,14,7,6,3,2,1
0.09835591835598324,77,57,40,26,17,9,8,6,5,3
0.09471221437465895,75,58,39,25,19,16,10,7,2,2
0.08448837401921903,80,61,45,25,14,8,6,5,2,2
0.08089013657571519,76,62,42,20,11,7,5,3,3,1
0.08484896115815398,85,63,46,27,15,10,5,4,3,3
0.10238448659453442,77,61,41,23,16,12,10,7,6,4
0.09943207066471071,79,65,41,29,21,16,13,7,5,4
0.0656630903762086,75,54,39,22,14,10,8,3,3,2
0.0804070763745383,82,68,42,23,14,9,4,3,1,1
0.08518910988038132,85,69,46,23,14,7,6,2,0,0
0.07646365591015486,73,53,30,16,10,8,4,2,2,1
0.07800175212558125,81,57,38,24,17,14,10,6,5,3
0.08746745797867327,82,65,44,24,18,12,7,3,2,2
0.0914140659655818,74,55,37,27,20,13,7,6,3,2
0.06598309100208434,77,59,35,24,16,9,5,3,1,0
0.06959278161050783,74,60,35,13,10,5,3,2,1,0
0.08052988440960102,82,61,46,28,18,9,6,3,0,0
0.07028230591527088,76,52,35,22,10,6,5,0,0,0
0.09304650333281471,87,61,51,36,22,12,6,4,4,2
0.07508470007147836,82,71,44,23,13,11,7,5,2,1
0.07659142118298098,80,61,37,21,16,12,6,4,3,0
0.08402626521143362,77,63,44,23,15,12,7,4,2,2
0.06905035025306577,78,55,40,24,13,8,5,3,1,0
