accuracy,failures
0.5141077731888674,240
0.48403292427134437,242
0.48770942786274185,244
0.4778660166849147,245
0.4802597619704889,249
0.4851725514380708,245
0.4862084648129825,247
0.5242511528319127,236
0.5286550942648874,228
0.5191195438871806,232
0.4492471248337122,244
0.47244601369524963,245
0.5610700418973174,229
0.4780440299944283,244
0.5215938336157315,245
0.5016915144506254,238
0.46524629179043864,241
0.40197256698759143,233
0.49742368016781036,246
0.5166994568781171,241
0.5438871681320783,233
0.5620209874617976,239
0.5168466833467215,240
0.4627798903146815,249
0.501283812292614,241
0.5668087788748843,228
0.5420359582146703,235
0.48326943463338357,245
0.46578957709083146,247
0.5584538932757992,233
