accuracy,failures
0.3614655172413779,14
0.4247241379310335,12
0.4638965517241369,12
0.5170689655172404,10
0.5960258620689642,9
0.41169827586206786,13
0.16870689655172244,18
0.45246551724137785,12
0.3555172413793086,14
0.6572758620689649,8
0.7510172413793098,6
0.5966465517241367,9
0.5097327586206887,11
0.4049741379310331,13
0.16565517241379135,18
0.28012931034482635,15
0.470353448275861,11
0.46053448275861963,12
0.22172413793103285,16
0.45851724137930916,12
0.6016637931034472,9
0.41273275862068837,13
0.27289655172413674,16
0.3117499999999984,15
0.46719827586206775,11
0.4036293103448261,13
0.5993362068965506,9
0.5704051724137924,9
0.4663275862068955,12
0.5161379310344818,10
