accuracy,failures
0.8882868276784762,85
0.8909139002735128,83
0.8896063657240286,84
0.8867186854492899,83
0.8869528759804887,86
0.8935421231009417,81
0.8948038098216651,80
0.8907572142262522,80
0.8921897631613834,82
0.8908898183027919,83
0.8974123838804828,78
0.8808595961777611,84
0.886983580232025,86
0.8895943249801248,84
0.8987028786016567,77
0.8974196086084607,78
0.8908709545197608,83
0.8842241308564426,80
0.8782512593103007,86
0.8860524584319853,85
0.8947955826431511,80
0.8974246257336704,78
0.8908805875032835,83
0.9013219063970496,75
0.89082981429834,83
0.8808909021135682,84
0.8939731061377342,74
0.8856815741003944,87
0.9039364644758003,73
0.9012835762481187,75
