accuracy,failures
0.9127557500000001,7
0.8630344499999999,11
0.8480311500000008,13
0.8356630000000003,14
0.9004247999999999,8
0.9003201000000002,8
0.93770505,5
0.8752474999999997,10
0.9377233500000002,5
0.9126474499999997,7
0.8878634499999996,9
0.8229447500000011,15
0.8378778500000006,13
0.88790545,9
0.8876792499999999,9
0.9005108999999998,8
0.8504724999999997,12
0.91296485,7
0.8752813999999997,10
0.8877437499999993,9
0.9252004,6
0.91282115,7
0.9128130499999997,7
0.9626633499999999,3
0.8504782,12
0.8878391499999997,9
0.9004589999999997,8
0.8007335000000002,16
0.8977953500000002,9
0.788001450000001,17
