accuracy,failures
0.876315160206211,92
0.9397207403447746,86
0.8917842540984218,90
0.8484357452658726,94
0.886440034246236,91
0.8964298362106309,92
0.9082158183625217,91
0.8833952373625704,93
0.8802450913705047,93
0.9001680568630834,85
0.9226385916475804,84
0.8829323176644626,89
0.9121245729078951,81
0.8882173242055995,95
0.9157408370945747,92
0.8938345769482088,93
0.8871183109424828,96
0.8742042674366113,97
0.9028941183559503,89
0.8989418583024154,90
0.8892289535731512,95
0.9118909301380538,85
0.8598363760024803,94
0.8817151082813377,89
0.88829059162729,87
0.9407212645298313,81
0.8917531576793724,90
0.9370618959808958,83
0.9152642970719008,88
0.8681928240102207,95
