accuracy,failures
0.9223217506939783,141
0.9226187451745926,141
0.9229558933455636,141
0.92213061258645,141
0.9224211830756186,141
0.9237257965852402,141
0.9213420722291373,141
0.9231197007552487,141
0.9224240101734285,141
0.92258368619043,141
0.9219218280428325,141
0.9229880616222228,141
0.923070298700543,141
0.9216023586339884,141
0.922412302071658,141
0.923293333494387,141
0.9223757045482134,141
0.9223542378946953,141
0.9228294322014633,141
0.9229279710202027,141
0.9215878027509234,141
0.9226471566697224,141
0.9232125092327569,141
0.9233199246092537,141
0.9225824579601909,141
0.922357387169558,141
0.9223965883846522,141
0.9224140796860094,141
0.9229006635705181,141
0.9228545506747786,141
