accuracy,failures
0.9134111370456819,35
0.8979076358786261,41
0.8901150383461154,44
0.9000733577859285,40
0.8977992664221407,41
0.9073657885961985,37
0.8929776592197399,43
0.8936212070690235,42
0.9148266088696234,34
0.8788829609869954,48
0.9008819606535509,40
0.9059536512170723,37
0.9182510836945649,33
0.9014438146048684,39
0.906830610203401,37
0.9010653551183728,39
0.898131043681227,41
0.885508502834278,46
0.9029543181060354,39
0.8934344781593864,43
0.9103834611537178,36
0.9040913637879289,38
0.8650450150050015,55
0.8784278092697568,49
0.8650133377792597,54
0.9074524841613871,37
0.898759586528843,40
0.9043581193731243,39
0.8707352450816942,51
0.9196748916305436,32
