accuracy,failures
0.4658065352810564,166
0.4993969510919172,161
0.5662337126663777,160
0.38201699045467463,166
0.513608105455678,160
0.5634148010177418,167
0.5306569382637116,163
0.48227504985162883,172
0.49043291136892697,170
0.4572122183594697,167
0.3182930740100097,173
0.6107324984969101,164
0.5694095356129061,160
0.5009364447249862,164
0.5783858788582514,169
0.5980595947866113,165
0.5703230213819952,165
0.4921088104434185,166
0.40103895169421566,169
0.6567657732297971,154
0.42047965151359834,164
0.569460155098098,169
0.5746751763607653,168
0.5652110432573461,167
0.44360755200159974,170
0.4332542608128921,165
0.4800332042967238,162
0.5178499699994323,156
0.5391220839362023,168
0.40147139883287597,164
