accuracy,failures,budget
0.8232099249956396,4,50
0.8232099249956396,4,50
0.8232099249956396,4,50
0.8232099249956396,4,50
0.8232099249956396,4,50
0.8232099249956396,4,50
0.8232099249956396,4,50
0.8232099249956396,4,50
0.8232099249956396,4,50
0.8232099249956396,4,50
0.8232099249956396,4,50
0.8232099249956396,4,50
0.8232099249956396,4,50
0.8232099249956396,4,50
0.8232099249956396,4,50
0.8232099249956396,4,50
0.8232099249956396,4,50
0.8232099249956396,4,50
0.8232099249956396,4,50
0.8232099249956396,4,50
0.8232099249956396,4,50
0.8232099249956396,4,50
0.8232099249956396,4,50
0.8232099249956396,4,50
0.8232099249956396,4,50
0.8232099249956396,4,50
0.8232099249956396,4,50
0.8232099249956396,4,50
0.8232099249956396,4,50
0.8232099249956396,4,50
0.8572960419150628,9,100
0.8572960419150628,9,100
0.8572960419150628,9,100
0.8572960419150628,9,100
0.8572960419150628,9,100
0.8572960419150628,9,100
0.8572960419150628,9,100
0.8572960419150628,9,100
0.8572960419150628,9,100
0.8572960419150628,9,100
0.8572960419150628,9,100
0.8572960419150628,9,100
0.8572960419150628,9,100
0.8572960419150628,9,100
0.8572960419150628,9,100
0.8572960419150628,9,100
0.8572960419150628,9,100
0.8572960419150628,9,100
0.8572960419150628,9,100
0.8572960419150628,9,100
0.8572960419150628,9,100
0.8572960419150628,9,100
0.8572960419150628,9,100
0.8572960419150628,9,100
0.8572960419150628,9,100
0.8572960419150628,9,100
0.8572960419150628,9,100
0.8572960419150628,9,100
0.8572960419150628,9,100
0.8572960419150628,9,100
0.8911012457600397,17,200
0.8911012457600397,17,200
0.8911012457600397,17,200
0.8911012457600397,17,200
0.8911012457600397,17,200
0.8911012457600397,17,200
0.8911012457600397,17,200
0.8911012457600397,17,200
0.8911012457600397,17,200
0.8911012457600397,17,200
0.8911012457600397,17,200
0.8911012457600397,17,200
0.8911012457600397,17,200
0.8911012457600397,17,200
0.8911012457600397,17,200
0.8911012457600397,17,200
0.8911012457600397,17,200
0.8911012457600397,17,200
0.8911012457600397,17,200
0.8911012457600397,17,200
0.8911012457600397,17,200
0.8911012457600397,17,200
0.8911012457600397,17,200
0.8911012457600397,17,200
0.8911012457600397,17,200
0.8911012457600397,17,200
0.8911012457600397,17,200
0.8911012457600397,17,200
0.8911012457600397,17,200
0.8911012457600397,17,200
0.9062977192665838,34,400
0.9062977192665838,34,400
0.9062977192665838,34,400
0.9062977192665838,34,400
0.9062977192665838,34,400
0.9062977192665838,34,400
0.9062977192665838,34,400
0.9062977192665838,34,400
0.9062977192665838,34,400
0.9062977192665838,34,400
0.9062977192665838,34,400
0.9062977192665838,34,400
0.9062977192665838,34,400
0.9062977192665838,34,400
0.9062977192665838,34,400
0.9062977192665838,34,400
0.9062977192665838,34,400
0.9062977192665838,34,400
0.9062977192665838,34,400
0.9062977192665838,34,400
0.9062977192665838,34,400
0.9062977192665838,34,400
0.9062977192665838,34,400
0.9062977192665838,34,400
0.9062977192665838,34,400
0.9062977192665838,34,400
0.9062977192665838,34,400
0.9062977192665838,34,400
0.9062977192665838,34,400
0.9062977192665838,34,400
0.9141474923361808,69,800
0.9141474923361808,69,800
0.9141474923361808,69,800
0.9141474923361808,69,800
0.9141474923361808,69,800
0.9141474923361808,69,800
0.9141474923361808,69,800
0.9141474923361808,69,800
0.9141474923361808,69,800
0.9141474923361808,69,800
0.9141474923361808,69,800
0.9141474923361808,69,800
0.9141474923361808,69,800
0.9141474923361808,69,800
0.9141474923361808,69,800
0.9141474923361808,69,800
0.9141474923361808,69,800
0.9141474923361808,69,800
0.9141474923361808,69,800
0.9141474923361808,69,800
0.9141474923361808,69,800
0.9141474923361808,69,800
0.9141474923361808,69,800
0.9141474923361808,69,800
0.9141474923361808,69,800
0.9141474923361808,69,800
0.9141474923361808,69,800
0.9141474923361808,69,800
0.9141474923361808,69,800
0.9141474923361808,69,800
