mse,ep1,eps2,eps3,eps4,eps5,eps6,eps7,eps8,eps9,eps10
0.09068985900969342,157,108,66,32,11,5,3,2,2,2
0.11180938971497942,158,112,72,43,22,9,4,4,3,2
0.07948804113118385,148,104,57,24,15,7,1,1,0,0
0.08938263239402333,140,93,63,34,22,7,4,2,1,0
0.11287242735514653,157,122,77,43,28,16,7,2,0,0
0.10936127478250673,161,121,72,37,27,15,5,2,0,0
0.09599608069217318,158,103,63,33,17,6,4,3,1,1
0.09733436769385213,149,99,59,37,20,12,4,3,1,1
0.09996728805835696,154,110,70,37,21,7,4,3,1,1
0.10253497758565562,147,102,69,35,18,11,6,4,2,1
0.08581604482616441,151,115,71,31,9,3,2,1,1,0
0.09589512543108124,153,113,71,36,19,9,3,3,1,1
0.09825572343207477,153,107,69,43,17,9,4,3,1,1
0.09023402690746628,149,109,62,32,20,9,4,2,1,1
0.10198726762948758,160,106,67,36,20,9,4,1,1,1
0.11062148519965725,159,112,73,38,19,10,6,3,3,1
0.08738974250607315,152,107,63,21,11,4,3,2,2,2
0.10572159246980135,159,112,80,40,23,8,3,2,1,0
0.08345063933874507,150,89,56,32,16,8,4,3,1,0
0.09242622368248966,149,106,71,36,15,5,2,2,2,1
0.0979189292698075,150,107,69,32,20,9,5,4,1,0
0.10015001242020775,154,110,71,35,16,7,5,3,1,1
0.07533805417765888,157,103,57,21,13,7,3,1,1,0
0.09746064900483925,149,109,67,31,19,12,6,2,1,0
0.09161220179883527,157,109,74,30,14,6,4,1,1,1
0.09514499813633061,157,107,67,36,21,8,4,4,0,0
0.07099852020227411,145,92,51,21,14,5,1,0,0,0
0.09405039667682107,155,111,82,39,18,9,3,0,0,0
0.09189014739225465,147,100,62,40,21,8,5,3,1,1
0.09634693927729523,162,119,79,35,16,7,2,1,1,1
