mse,ep1,eps2,eps3,eps4,eps5,eps6,eps7,eps8,eps9,eps10
0.09315168587495284,611,412,261,136,76,39,17,6,2,1
0.09132363388125955,605,414,276,137,70,33,15,7,3,1
0.09926530390883655,598,444,293,141,78,37,20,9,3,2
0.09205196423048043,600,414,276,131,65,28,18,10,5,4
0.09994396792977112,609,427,275,146,84,40,19,9,5,3
0.09580569427230196,618,422,271,139,78,34,13,9,6,3
0.08935632289341781,620,426,267,135,69,30,18,4,1,1
0.0982686022893335,613,424,290,152,82,37,18,7,4,3
0.09709429713738815,619,435,276,143,84,37,17,11,8,3
0.0970583578931641,594,407,273,145,82,40,19,6,4,3
0.0946655718988499,611,432,285,132,73,34,11,6,2,1
0.0938333969799283,623,418,262,138,73,34,14,7,6,2
0.0962037722624206,597,403,272,135,73,33,15,10,8,5
0.09358588536100212,625,442,279,142,72,37,18,5,3,2
0.08473697213240926,598,402,261,112,48,24,9,4,3,3
0.10683068170007753,599,419,259,144,93,54,25,13,10,8
0.09413553246074334,593,415,275,128,71,35,17,12,6,4
0.10802689153983473,635,462,299,154,88,47,22,12,6,3
0.0912183452606253,576,409,271,128,68,33,15,6,4,3
0.09661973893208511,597,418,275,146,78,35,23,8,3,1
0.10031890165339948,623,437,293,146,73,32,16,8,6,6
0.10070449386432179,617,447,299,141,75,35,15,10,7,4
0.10697154158145238,623,443,303,152,80,40,21,11,7,5
0.10406637881651058,612,421,276,150,77,36,20,11,10,9
0.08966070241529533,592,415,268,130,67,33,12,5,4,4
0.11059901819790575,628,456,297,156,84,49,30,15,10,5
0.09293788383643818,618,427,267,130,65,29,13,7,6,4
0.09844674498898809,614,444,270,151,86,33,18,6,4,1
0.09705302423442703,621,435,283,128,75,33,17,11,7,5
0.09506107043205021,601,417,276,145,75,39,21,11,6,0
