mse,ep1,eps2,eps3,eps4,eps5,eps6,eps7,eps8,eps9,eps10
0.11513472125921854,157,104,72,36,25,11,3,0,0,0
0.10134057398385815,152,108,85,38,27,11,4,0,0,0
0.10083387713915445,159,112,81,36,17,8,4,2,1,0
0.0849029177243877,149,117,83,33,21,6,1,1,0,0
0.08709444218946105,154,110,69,32,19,10,2,1,1,1
0.08823447217482626,152,105,66,34,22,13,2,1,1,0
0.12848650089930017,159,119,85,46,23,9,6,1,1,1
0.10363864798718768,153,103,65,35,21,8,3,1,1,1
0.10152019862144845,160,113,78,45,32,13,3,2,0,0
0.09024994580055394,155,103,79,37,20,7,4,0,0,0
0.08742882821673609,152,102,63,38,21,13,5,1,1,0
0.09603871509926216,166,111,70,27,18,8,2,0,0,0
0.09566936881823308,157,105,74,39,23,13,7,2,0,0
0.1602392648092571,162,115,70,36,24,10,4,3,3,1
0.09623990428887677,162,118,87,52,34,17,5,1,1,1
0.1148582745424766,156,106,64,35,17,11,3,2,1,1
0.11773598312840626,149,114,84,42,26,12,3,2,2,1
0.147828697469417,155,107,82,46,27,8,4,2,0,0
0.09462172380074146,151,104,80,43,19,8,2,2,0,0
0.09287493314756537,155,102,66,33,12,9,5,3,1,0
0.08444265792034385,147,107,75,37,21,10,5,1,0,0
0.08091368952916683,154,105,62,33,19,3,2,0,0,0
0.09656168213910023,153,107,73,30,18,7,4,1,0,0
0.08240176295838898,154,113,75,31,22,10,3,1,0,0
0.08158916722210188,141,105,70,35,18,8,1,1,1,0
0.07981639384829675,147,108,67,26,14,6,2,0,0,0
0.10087822474507556,157,112,73,33,22,10,3,1,0,0
0.120815293991896,160,115,83,42,27,9,2,0,0,0
0.09401830167029643,152,113,86,39,24,7,1,1,0,0
0.11064733493233064,155,121,95,51,35,12,2,1,1,0
