mse,ep1,eps2,eps3,eps4,eps5,eps6,eps7,eps8,eps9,eps10
0.08579902261219169,316,228,167,84,51,24,7,1,0,0
0.11571990978811003,317,222,167,86,55,17,2,0,0,0
0.09021536362717629,314,221,159,86,53,22,7,0,0,0
0.1005652278620972,313,226,165,77,60,27,16,2,1,0
0.08745402815673838,311,223,169,79,52,19,6,1,0,0
0.09077623589560398,299,212,159,65,44,22,7,0,0,0
0.08039611313005973,302,198,145,70,35,19,10,2,1,1
0.09162322525339826,314,222,150,72,49,20,5,0,0,0
0.09265598942152753,319,239,168,86,54,21,7,2,0,0
0.11812247529536862,294,220,165,83,52,22,9,3,2,1
0.08309641792093413,328,231,163,80,52,20,10,2,1,1
0.10343019333561763,304,227,172,88,53,24,12,0,0,0
0.13136515220250491,299,210,150,83,54,24,10,2,2,2
0.18637540887052134,322,226,166,82,58,27,11,2,1,1
0.11283115352826173,309,221,186,103,68,26,11,2,1,1
0.12238744485811906,309,221,155,76,59,31,10,2,1,0
0.0874263816002651,315,222,155,75,48,23,8,1,1,0
0.2004934729097181,323,238,180,92,68,32,10,1,1,1
0.09585643639462188,315,235,166,88,58,31,15,2,0,0
0.11130462629362248,321,232,172,92,56,25,9,3,1,1
0.1097744311512824,310,225,167,80,54,26,9,2,1,0
0.0851947228022992,321,238,169,93,57,24,6,0,0,0
0.11258545356377704,301,215,152,75,41,20,10,0,0,0
0.23411758194976556,309,213,162,84,54,25,7,2,2,1
0.08303239966594925,309,204,137,65,41,24,10,1,0,0
0.10172878810398875,315,219,167,83,56,24,7,0,0,0
0.10918944078087628,319,242,188,105,75,32,14,0,0,0
0.10999984858268076,306,213,155,82,62,26,7,0,0,0
0.07228855564890185,321,217,143,69,37,19,8,0,0,0
0.09506471524127624,319,235,168,77,52,22,8,0,0,0
